text,rating
kalo pelanggan naro pulsa di aplikasi jangan di ambilin lah gua punya hutang juga kaga ke lu,1
aplikasi terkadang susah buat login,2
mau login aja gabisaaa. padahal udh di update. gajelas bgt sekarang my Telkomsel tu,1
"Terlalu berat aplikasinya,,di ram 8+8 loading terus",2
harganya murah di nomor saya,1
klw ada masalah selesai'y lama cs muter2 tanya ini itu tapi gak kelar masalah'y ciri has perusahaan BUMN,1
ngelag gajelas mau liat koutanya jadi gajelas,1
sangat membantu,5
apk lemot mau beli paket susah,1
"sinyal ngelag ngelag pas main game,padahal cuaca cerah,kuota masih banyak ini saya kasih bintang 3 dulu,semoga makin bagus sinyal dan apk nya",3
aplikasi lemoootttt.... jaringan 5G tpi aplikasinya gk bisa dibuka....👎🏻,1
sangat layak di gunakan dan bermanfaat++hemat biaya,5
"saya masih punya banyak kuota kok dibilang internetan tanpa kuota, emg kocak. kembaliin pulsa yg kalian sedot",1
Sering lemot banget,1
"Aplikasi sialan super berat, saldo pulsa tidak masuk""!!",1
urusan pulsa di TELKOMSEL aja.,5
"kak ini kartu apa si Telkomsel? guaa beli data yang 5 ribu data game malah gabisa di buat main game gajelas terus gunanya apa,perbaiki dong",1
sinyal paling buruk,1
Aplikasinya kurang kumplit buat indihome padahal waktu pake aplikasi indihome kumplit enak buat pengoperasian nya juga tolong dong kaya dulu lagi indihomenya,5
gk bisa di buka,5
"jelek kali aplikasinya,masa mau ke menu rewards tiba tiba langsung keluar,mending hapus aja aplikasinya dari play store,gak guna juga",1
aplikasinya sekarang sering stuck padahal jaringan bagus. padahal udah lama pake aplikasi ini tapi sekarang kurang bagus.,1
"paketan nya mahal dan menjebak, paket beli gak guna.... BUMN itu berpihak pada rakyat bukan malah jeruk sebanyak-banyaknya profit dari rakyat dan laporan keuangan katanya rugi.....",1
kasih hadiahnya lebih banyak lagi,5
aplikasi babi anjinggg Muter2 terus Cokkk,1
"aplikasi terlelet didunia, sering motong pulsa tanpa informasi yang jelas.. males banget ah",2
puki kau benerin sinyal sinyal kayak anj gx pernah bener bangke kerja apa kau sinyal jelek banget,1
kurang promo paket,1
"sistem ui berat, lelet",1
"aplikasi ini tidak up to date tampilannya.. lemot dan menyasarkan informasi pelanggan Telkomsel, makin kesini makin tidak peduli sama pelanggan.. parah banget",1
bagus bangat ⭐ seribu kalo ada ini mah,5
Sumpah jaringan Telkom makin lama makin buruk,1
apalah sudah harganya mahal mana jaringannya suka error sendiri,1
sinyal nya jarang bagus jelek terus,3
sering crash... lg jg berat loading nya...,1
gk bisa cek kuota kaya percuma ada apk mua,2
"bintang lima, good",5
"fitur di tambah terus tapi kinerjanya APP sama saja tetap lambat saat buka menu dll, dan kadang informasi kuota dan pemakaian indihome gak update. CS atau agen tidak respond saat ada keluhan atau permintaan semua di lempar ke robot veronica .",2
kartu mahal🤓,1
"Load informasi Pulsa, Data, dkk lemot kali, kebiasaan aplikasi load lain dlu baru informasi pribadi",1
"apk stuck di loading doang, susahngerefresh, padahaljaringan bagus, pake wifi juga sama aja,",1
tolol banyak gangguan pulsa ada tapi gak bisa transaksi,1
telkomsel di papua lag woiiiii benerin lah udh harga mahal sinyal sulit hadehhh harga elit sinyal sulit,2
jaringan 5g burik di tangsel 23 juni,1
"mau cek kuota di aplikasi ini lemottttttnyaaaa minta ampun.. udh di clear cache, force close, uninstal dan instal lgi baru okeee.. tpi setelah itu lemoteeee lg... masa iya tiap mau cek kuota harus uninstal dan instal lg aplikasinya sih.. gimana sih ini depelover aplikasinya..",1
"lemot, kebanyakan konten didalam Apk, tidak memuat kuota atau data, mau beli kuota gagal muat, nunggu lama (dan iya kalau berhasil) padahal jaringan aman buat buka apk privider lain aman aman saja. seharusnya kalau ada notif, notif sisa kuota atau tlfn yang di tampilkan malah iklan promo gajelas.",1
"Udah di complain banyak pengguna, masih aja lemot. niat gak sih kalian ini. Buka app aja mau isi ulang paket data malah stuck. muteeeerrr terus",1
kenapa sekarang membeli pulsa jadi tidak bisa tolong diperbaiki,1
untuk paket data 4GB internet sakti dulu 30 hari. sekarang 4GB internet sakti hanya 14 hari. tolong seperti dulu lagi selama 30 hari.. tks,1
"cek quota susah 3 bulan ini diwillayah Selatan jakarta ga mau donwlod my telkomsel di haruskan tapi cek quota aja susah sinyal sering hilang, saya pakai hp samsung a15 versi terbaru. dan ini bukan kami saja yang mengalami hal ini teman2 kerja juga MENGELUHKAN hal yang sama.?",2
"suka error sendiri, padahal jaringan saya bagus-bagus aja",1
aplikasi useless sebenernya nih..cuma buat cek kuota dan beli kuota..selebihnya gk diperlukan..tapi memori yg digunakan sampe hampir 500mb..menuh2in memori hp,1
"Tolong lah perbaiki fitur nya, kenapa mau cek kuota aja loading nya 5hari 5malam",2
keren parah,5
"Aplikasi nya lemot gak bisa menampilkan apa"" , tolong di perbaiki dong",1
baik,5
"aplikasi cuma buat ngecek paket internet aja lemotnya ampe kebangetan.. udah beberapa kali refresh tapi tetep ""gagal memuat konten"" tulisannya.. ampun dah..",1
sangat suka,5
"lemot sekali, harus hapus cache dulu beru bisa, itupun kadang masih gagal.",1
ok,5
"Provider monyet kuota gw masih ada tapi pulsa gw kegerus dan disuru beli kuota lagi,minimal kalo mau monopoli kasi kualitas bego,jangan pas dateng kompetitor dari luar baru merengek² sama pemerintah",1
sering terjadi hutang paket di aplikasi mesenger secara tidak sengaja,1
"aplikasi berat sekali, jaringan bagus loh padahal",1
tolong di perbaiki jaringnnya,2
harga kuota mahal sinyal lemot mintak ampun.... anying....,1
jaringan ga enak bnaget padahal udah full seburuk itu kah telkomsel,1
"Telkom makin kesini makin kesono,, makin eror signal nya aneh katanya luas jangkauan nya tapi tetep aja eror terus signal nya,, apalagi belom ujan aja udah lngsung eror signal nya,,pas ujan sama bae eror.",2
"APLIKASI GK ADA OTAK, BUKA APLIKASI LANGSUNG MUNCUL BANNER IKLAN DI KLIK CLOSE TIDAK BISA KLIK IKLAN GK BISA DI KEMBALIKAN. HARUS BUKA TUTUP APLIKASI. TOLOL EMANG YG BIKIN APLIKASI INI",1
sangat puas,5
"update trooos, tapi aplikasi jelek",1
"udah mahal suka tarik pulsa yang gak di gunakan apa"",tambah parah telkomsel sekarang!!!!",2
"Aplikasi JELEK,BURUK,GA GUNA, loadingnya lama bahkan ga bisa nampilin apapun POKOKNYA JELEKKKKKKKKKKKKK",1
sudah terjangkau luas jaringannya di aceh ☺️,4
qplikasi kebanyakan loading lama ga jelas ga ada niat di perbaiki dari dulu . sampah,1
nice,5
aplikasi terbaik,5
"Payah ini aplikasi sudah berbulan-bulan gini mulu, untuk cek aplikasi saran harus hapus cache, ya klo yg punya hp paham, udah dihapus masih sama aja. ending nya install ulang baru bener, tar bulan depan gini juga. sepertinya gak niat",1
"masa iya pke hp ya bisa di bilang memumpini masih lag ni apk, padahal ni apk penting bagi gw",3
beli paket apapun lebih mudah,5
update terus bukannya tambah lancar malah tambah ga jelas loading mulu,1
saat menggunakan aplikasi ini saya sering keluar dari aplikasi ini ketika saya menggunakannya 😑 sat set katanya 🤣,1
"Sinyal buruk sekaliii, udh berbulan-bulan tak kunjung membaik",1
"apk apa ini,dikit2 ngestuck,dikit2 ngestuck,hapus aee apkny klo gniat bikin",1
aduh knpa Telkomsel saya g bisa di bukak ya pdahal udah repres udah smua..uhhhh,2
aplikasi tidak stabil,2
aplikasi nggak guna,1
"awalnya apk masi bisa untuk di akses, tpi tiba² apk tidak bisa di buka sama sekali, sudah coba buat download ulang, tpi masi tetap ga bisa",1
sangat memuaskan,5
"masuk aplikasi ribet banget, padahal sinyal udah lancar",1
"Pulsa saya berkurang drastis dari 40rb ke 15rb setelah transaksi gagal. Katanya karena tagihan paket darurat, padahal saya tidak pernah aktifkan dan terbukti tidak ada tagihan tersebut, lalu alasan lagi GPDRS tidak jelas, kalau ia kenapa kepotongnya banyak banget, pernah waktu dulu pulsaku 100rb kepotong habis, jadi ini bukan pertama kalinya. Mohon perbaiki sistem agar tidak merugikan pengguna🙏",3
aplikasi yang sangat membantu untuk membeli paket data,5
ok,5
INI KENAPA SI WOY?? EROR MULU DAHHHH,1
"jaringan telkomsel semakin buruk tidak sebaik dlu, harus segera diperbaiki, kalau begini trus semua orang bisa pindah SIM-card",2
aplikasinya error dan lemot,2
baik,5
"sering macet di beranda, tidak bisa update sisa kuota",1
sudah apk besar lemot sinyal di beberapa titik susah paket data semakin kesini semakin mahal...gimana ini telkomsel...bau berbenah apa mau di tinggalkan sama pelanggan...,1
loading trus,1
sangat baik,4
apk sangat rekomend,5
"gembel, nge lag, keluar sendiri!",1
sekrang beli paketan ga bisa potong pulsa. berubah2 mulu,1
"aplikasi MYTELKOMNYET memang paling BUSUK 👎👎👎, ini jaringan TELKOMYET kenapa busuk sekali sih hampir tiap hari jaringannya gangguan terus.",1
"makin kesini makin kesono, ini apk jangan kebanyakan di perbarui min, beli paket serasa nunggu bansos, loading ngga berhenti"", tolong lah mau beli paket bayar ini bukan ngutang,",1
"mohon segera diperbaiki apk nya, jaringan lancar tpi aplikasi nya loading parah",3
"sangat bagus, saya sudah menggunakan kartu Telkomsel dari 2009/2010",5
"aplikasi susah diakses sekarang, lemot. padahal udah update dan jaringan lancar",3
buka aplikasi nyah berat lemot banget,5
aplikasi kocak,1
"kecewa sih di update,malah paket kuota masa aktif dikurangi,saran aja buat Telkomsel tidak semua orang mampu jadi tolong di pertimbangkan",2
Terimakasih sudah memberikan pengalaman berinternet yang baik,5
"apikasi tolol ,di buka hanya loading padahal sinyal juga 5G",1
Signal stabil tapi aplikasinya lemot banget,3
"susah di akses, jaringan bagus, tp susah buat buka aplikasinya, jaringan bagus tp aplikasinya mau lihat2 lemotnya minta ampun, aplikasi bapuk",1
aplikasinya lemot banget cokkk,1
"aplikasi bug, loading tidak bisa memuat data",1
aplikasinya sering nyedot sisa uang pulsanya...payah aplikasi menjengkelkan,1
WOYY NAPA LOADING NYA LAMA PDHAL SINYAL BAGUS,1
apk tidak bisa dibuka entah kenapa,1
saya pelanggan lama mau pasang paket data aja susah loading Mulu habis waktu. copot ajalah sampah ga guna.,1
"nah gini donk setelah di update jadi makin enak di pakeknya,makasih Telkomsel",5
"harga paket Telkomsel mahalnya gak ngotak anjir, masa iya 100k dulu dapat 50-60 gb sekarang cuma dapat 42 gb, ga ngotak bgt, gitu cepet banget borosnya, tolong jangan bikin konsumen rugi ya, masa 155k cuma dapat 55 gb apa banget anjir, keenakan di lu telkomsel, tolong ya turunin harga kuotanya, lu kasi harga ga ngotak knrl",1
aplikasinya kalau ada pulsa lebih selalu kepotong sndiri sanagt tdak aman beli pulsa 10000 bsoknya udah sisa 7000 bsoknya hbss daa percma d ksi aktif fitur jga pulsaa tapi tatp aja plsanya hilang,2
"JARINGAN JELEK, LAGI MAIN EFOOTBAL TIBA TIBA KONEKSI LANGSUNG TERPUTUS",1
kecewa dengan pelayanan indihome. byr tdk telat tp sudah 3 hari dr tgl 21 jaringan terisolir. komplain berkali kali tdk asa solusi. menghubungi 188 sama saja. tdk ad solusi.,1
sangat mudah,5
enggak jelas hadiah nya,1
Ternyata kalau di hp sharp aquos v6 plus tidak bisa dibuka...dan telkomsel tidak bisa memberi solusi....sampai sekarang saya tidak bisa menggunakan aplikasi ini...dan parahnya lagi..aplikasi ini merupakan aplikasi bawaan..jadi ndak bisa saya hapus..segala cara yg sdh diberikan telkomsel sdh saya coba..hasilnya nihil..,1
paket saya tidak bisa di pake padahal saya baru beli kenapa ya tolong jelasin,2
"hadeuh, beli paket 10k yg Unlimited sehari kan keterangan abisnya jam 23.59 ini baru jam 23.00 udh abis kaga sesuai keterangan paket sehari!!!!!!",1
"aplikasi sudah tidak bisa cek data kouta, lemot parah.?",1
aplokasi sama provider nya sama² gk jelas.. makan kuota buka fb 2 hari aja habis 10gb.. beda dengan yg lain.. semoga cepat bangkrut..,1
my Telkomsel jaringan nya harus se kenceng apa sih gabisa bisa di buka udah pakai wifi udah pakai data sama aja,2
mengecewakan,1
"ada tulisan ""terjadi kesalahan muat ulang"" teruss, aplikasi ga jelas udah saya uninstall 2kali masih aja kaya gitu udh clear cache jg masih sama gabisa dibuka jelek banget mana suka ngebug tolong untuk segera diperbaiki",1
👍👍👍,5
Baru membuka ini aplikasi MyTelkomsel hitungan detik meloncat keluar/Out App kembali gak bisa di gunakan di ulang kembali bisa masuk dan di baca bertahan hanya 30 detik,1
"makin parah lu sel, harga paket lu,,",1
sering eror niat bikin aplikasi gak sih,1
sering Error,1
"saran kalau bisa u akses masuk aplikasi Telkom free,",5
sinyal Telkomsel makin hari makin jueleg.,2
plat merah kok lebih mahal dari swasta. mau heran tpi sudah umun... kasian yang diplosok signyal susah ditambah mahalnya kuota internet plat merah...,1
sering gangguan pada saat mau top up,5
aplikasi yg sangat lambat loading nya padahal jaringan bagus untuk my Telkomsel tolong di perhatikan dan di update lebih bagus lagi,1
tidak guna,1
"JARINGAN SAYA GA BISA 4G, JRINGAN CUMAN TETAP DI G , PULSA ADA DIPASANG KUATA GAA BISA DIPAKAI",1
mantap,5
aplikasi apaan sih ini jaringan full buat buka cek kuota doang susah banget ya masak sekelas telkomsel aplikasinya eror mulu?,1
semakin parah apps nya heran,1
"jelek sekali , tidak bisa menampilkan Kouta saya, lemotnya minta ampun, tidak bisa beli Kouta, bonus Kouta juga makin pelit 👎🏻",1
aplikasi nya terlalu berat jelek,1
lemot,2
"intinya... KUOTANYAA MAHAL BENGET BJIRR...gua miskin mau belajar ajaa susah banget 😭 tolong kembalikan harga""yang dulu,yng sesuai sama dompet 😭",2
"kecewa banget , aplikasi ga berfungsi sama sekali , padahal jaringan stabil tapi ketika di buka cuman loading terus",1
sinyal nya makin buruk di wilayah denpasar bali suka ilang telkomsel,1
luarbiasa Sangat memuaskan,5
"PAKET KOK MAHAL-MAHAL YA, SEBAGAI PROVIDER TERBESAR DI INDONESIA HARUSNYA MENYEDIAKAN PAKET RAMAH KANTONG",4
eror Mulu sialan,1
sejauh ini masih oke lah,5
"Heran gua sama sinyal telkom akhir akhir ini, mau nonton reels ig aja macet macet parah sinyal lemah. giliran nonton b*kep lancar",2
"WOIII KENAPA WIFI INDIHOME MATI UDH 2 HARI, KATANYA ADA PERBAIKIN DI KABUPATEN SUMEDANG. KAMI UDH BAYR LOHH DASARR GK TANGGUNG JAWAB, WIFI SUMEDANG TAIII",5
Aplikasinya nggak update jadi nggak bisa cek kuota data.... bagaimana caranya yahh?,1
"aplikasi cacat login saja susah, sudah bagus dlu bisa login pake email eh skrg bercmpur aduk indihome dll. kalau lncr tak masalah ini apa mau beli paket cek paket login aja susah kntllll",1
Sekarang mau login susah.,1
"untuk pihak telkom coba jelasin kenapa pulsa gua hilang, ya walaupun cuma sedikit tapi itu kan punya gua HAK gua kenapa lu ambil, jelas² data di hp gua mati kok bisa hilang, udah ga worth it lagi pake telkom jarangin sering gangguan sinyal ga stabil",1
"Mau cek kuota suliiittt sekaliii karena APK terlalu berat. Hape saya RAM 8 GB loh ini, harusnya sangat sangat bisa ... Cuma di aplikasi ini saja yg cek kuota loadingnya gak kelar-kelar . Alhasil saya tidak tau kuota saya sisa berapa, tiba-tiba nanti habis aja padahal di cek masih banyak, karena APK tidak bekerja saking beratnya..",1
sangat puas,5
kenapa sekarang lelet sekali kalo dibuka??sudah clear cache masih aja lelet. padahal jaringan bagus dan spek HP juga lumayan. untuk buka aplikasi lain lancar2 saja. tolonglah diperbaiki karna aplikasi ini berguna bagi pelanggan Telkomsel,2
jaringan makin buruk susah d buka lama banget,1
bagus banget,4
"Sudah dapet berapa min korupsi Paket data, kepada Pelanggan ???",1
ok,4
"aplikasi apa ini, game 10gb aja gak kayak bgini... udah masuk aplikasi tapi gk bisa ngapa""in karena loading, udah 10 menit pun gak ada 1 icon pun yang terbuka, udah cek update, udahhapus cache, bahkan instal ulang percuma.... . . udah paling bener pindah ke Indosat udah murah jaringaj bagus... masih pake telkomsel krna nmor lama yg trlanjur dipake untuk bisnis, ini mau beli data aja repotnya mnta ampun....",1
tolong di perbaiki aplikasinya terima kasih,1
"bnyak yg perlu diperbaiki. 06/01/2019 sekarang sudah mending, mantab teruskan",5
oke,5
ngecek kuota aja setahun babi,1
"sy suka klu ada paket data murah jgn mahal2 dong, harusnya makin berpengalaman makin bs memberikan pelayanan maksimal dgn harga terjangkau",5
"MyTelkomsel mantappp, joss gandosss",5
👍,5
"Lelet banget.. kalo punya 2 nomor, yg kedua susah skali masuk ke menunya.. upgrade bukannya tambah bagus, malah menurun..",1
smoga telkomsel jd lebih baik lagi dengan promo yg lebih murah,4
"aplikasi thaikkk tak guna hanya memperkaya perusahaan saja, tak becus jgn di download.",1
"plis diperbaiki bug nya di android, kalau buka app nya selalu nge bug, muter2 mulu padahal sinyal kuat",1
"Lambat, gak pernah berubah",1
di perbaiki lagi soalnya selalu eror apk nya padahal jaringan bagus tapi pas di menu kek ngebug,1
Erorr,1
"halo, Telkomsel. kenapa tiba tiba paket internet saya hilang, padahal belum jatuh tempo jatuh tempo saya tanggal 25 kenapaa hari ini sudah lenyap begitu saja paket kuota saya tolong jelaskan, padahal masih sisa 10 Giga, Lebih dari 5 kali saya mengalami ini.",1
mantap,5
apk nya sering ngeleg tiap kali mau cek paket ngeleg sangat tidak memuaskan,3
"UDAH SERING ERORR, PAKET MAKIN MAHAL! KUOTA SEDIKIT! GAK SEPADAN HARGA DENGAN KUOTA!",1
pulya pay nya aktifkan lagu,5
30 is the best.....,5
paket super mahal nyesel beli kartu telkomsel mending pake XL atau INDOSAT,1
"menawarkan paket darurat tapi harga linta darat,contohnya paket darurat 2,5gb 3 hari harga 27ribu,betul linta darat",1
"kurang instan pada saat pengecekan/pembelian fiturnya kurang ekonomis,susah di mengerti☺️🙏💆",3
tambah lemot,1
loading,1
good,5
Good Job👍👌👌,5
